# t, posx, posy, posz, dirx, diry, dirz, fov, n, f
+1.790000E+01 +4.840572E+04 +3.526165E+04 +3.445038E+04 -6.129071E-01 +0.000000E+00 -7.901550E-01 +8.350501E+01 +1.000000E+02 +5.000000E+03
+1.792000E+01 +4.828818E+04 +3.525224E+04 +3.455891E+04 -6.079303E-01 +0.000000E+00 -7.939904E-01 +8.350611E+01 +1.000000E+02 +5.000000E+03
+1.794000E+01 +4.816884E+04 +3.524137E+04 +3.466814E+04 -6.029295E-01 +0.000000E+00 -7.977944E-01 +8.350814E+01 +1.000000E+02 +5.000000E+03
+1.796000E+01 +4.804770E+04 +3.522905E+04 +3.477806E+04 -5.979050E-01 +0.000000E+00 -8.015670E-01 +8.351114E+01 +1.000000E+02 +5.000000E+03
+1.798000E+01 +4.792476E+04 +3.521526E+04 +3.488868E+04 -5.928568E-01 +0.000000E+00 -8.053079E-01 +8.351508E+01 +1.000000E+02 +5.000000E+03
+1.800000E+01 +4.780000E+04 +3.520000E+04 +3.500000E+04 -5.877853E-01 +0.000000E+00 -8.090170E-01 +8.352000E+01 +1.000000E+02 +5.000000E+03
+1.802000E+01 +4.767342E+04 +3.518326E+04 +3.511202E+04 -5.826905E-01 +0.000000E+00 -8.126942E-01 +8.352589E+01 +1.000000E+02 +5.000000E+03
+1.804000E+01 +4.754502E+04 +3.516503E+04 +3.522474E+04 -5.775727E-01 +0.000000E+00 -8.163393E-01 +8.353275E+01 +1.000000E+02 +5.000000E+03
+1.806000E+01 +4.741478E+04 +3.514531E+04 +3.533816E+04 -5.724321E-01 +0.000000E+00 -8.199521E-01 +8.354060E+01 +1.000000E+02 +5.000000E+03
+1.808000E+01 +4.728270E+04 +3.512408E+04 +3.545229E+04 -5.672689E-01 +0.000000E+00 -8.235326E-01 +8.354945E+01 +1.000000E+02 +5.000000E+03
+1.810000E+01 +4.714877E+04 +3.510135E+04 +3.556713E+04 -5.620834E-01 +0.000000E+00 -8.270806E-01 +8.355929E+01 +1.000000E+02 +5.000000E+03
+1.812000E+01 +4.701300E+04 +3.507710E+04 +3.568267E+04 -5.568756E-01 +0.000000E+00 -8.305959E-01 +8.357013E+01 +1.000000E+02 +5.000000E+03
+1.814000E+01 +4.687535E+04 +3.505133E+04 +3.579893E+04 -5.516459E-01 +0.000000E+00 -8.340784E-01 +8.358198E+01 +1.000000E+02 +5.000000E+03
+1.816000E+01 +4.673585E+04 +3.502403E+04 +3.591590E+04 -5.463943E-01 +0.000000E+00 -8.375280E-01 +8.359486E+01 +1.000000E+02 +5.000000E+03
+1.818000E+01 +4.659446E+04 +3.499519E+04 +3.603359E+04 -5.411213E-01 +0.000000E+00 -8.409446E-01 +8.360875E+01 +1.000000E+02 +5.000000E+03
+1.820000E+01 +4.645120E+04 +3.496480E+04 +3.615200E+04 -5.358268E-01 +0.000000E+00 -8.443279E-01 +8.362368E+01 +1.000000E+02 +5.000000E+03
+1.822000E+01 +4.630605E+04 +3.493286E+04 +3.627113E+04 -5.305112E-01 +0.000000E+00 -8.476779E-01 +8.363964E+01 +1.000000E+02 +5.000000E+03
+1.824000E+01 +4.615900E+04 +3.489937E+04 +3.639098E+04 -5.251746E-01 +0.000000E+00 -8.509945E-01 +8.365665E+01 +1.000000E+02 +5.000000E+03
+1.826000E+01 +4.601005E+04 +3.486430E+04 +3.651155E+04 -5.198173E-01 +0.000000E+00 -8.542774E-01 +8.367471E+01 +1.000000E+02 +5.000000E+03
+1.828000E+01 +4.585920E+04 +3.482767E+04 +3.663285E+04 -5.144395E-01 +0.000000E+00 -8.575267E-01 +8.369382E+01 +1.000000E+02 +5.000000E+03
+1.830000E+01 +4.570642E+04 +3.478945E+04 +3.675488E+04 -5.090414E-01 +0.000000E+00 -8.607420E-01 +8.371399E+01 +1.000000E+02 +5.000000E+03
+1.832000E+01 +4.555173E+04 +3.474964E+04 +3.687763E+04 -5.036232E-01 +0.000000E+00 -8.639234E-01 +8.373524E+01 +1.000000E+02 +5.000000E+03
+1.834000E+01 +4.539511E+04 +3.470824E+04 +3.700112E+04 -4.981851E-01 +0.000000E+00 -8.670707E-01 +8.375756E+01 +1.000000E+02 +5.000000E+03
+1.836000E+01 +4.523655E+04 +3.466524E+04 +3.712534E+04 -4.927273E-01 +0.000000E+00 -8.701838E-01 +8.378096E+01 +1.000000E+02 +5.000000E+03
+1.838000E+01 +4.507605E+04 +3.462063E+04 +3.725030E+04 -4.872501E-01 +0.000000E+00 -8.732625E-01 +8.380545E+01 +1.000000E+02 +5.000000E+03
+1.840000E+01 +4.491360E+04 +3.457440E+04 +3.737600E+04 -4.817537E-01 +0.000000E+00 -8.763067E-01 +8.383104E+01 +1.000000E+02 +5.000000E+03
+1.842000E+01 +4.474919E+04 +3.452655E+04 +3.750244E+04 -4.762382E-01 +0.000000E+00 -8.793163E-01 +8.385773E+01 +1.000000E+02 +5.000000E+03
+1.844000E+01 +4.458283E+04 +3.447706E+04 +3.762962E+04 -4.707039E-01 +0.000000E+00 -8.822912E-01 +8.388552E+01 +1.000000E+02 +5.000000E+03
+1.846000E+01 +4.441449E+04 +3.442594E+04 +3.775754E+04 -4.651511E-01 +0.000000E+00 -8.852313E-01 +8.391443E+01 +1.000000E+02 +5.000000E+03
+1.848000E+01 +4.424417E+04 +3.437317E+04 +3.788621E+04 -4.595799E-01 +0.000000E+00 -8.881364E-01 +8.394447E+01 +1.000000E+02 +5.000000E+03
+1.850000E+01 +4.407188E+04 +3.431875E+04 +3.801562E+04 -4.539905E-01 +0.000000E+00 -8.910065E-01 +8.397563E+01 +1.000000E+02 +5.000000E+03
+1.852000E+01 +4.389759E+04 +3.426267E+04 +3.814579E+04 -4.483832E-01 +0.000000E+00 -8.938414E-01 +8.400792E+01 +1.000000E+02 +5.000000E+03
+1.854000E+01 +4.372130E+04 +3.420492E+04 +3.827671E+04 -4.427582E-01 +0.000000E+00 -8.966410E-01 +8.404135E+01 +1.000000E+02 +5.000000E+03
+1.856000E+01 +4.354301E+04 +3.414550E+04 +3.840838E+04 -4.371158E-01 +0.000000E+00 -8.994053E-01 +8.407593E+01 +1.000000E+02 +5.000000E+03
+1.858000E+01 +4.336272E+04 +3.408439E+04 +3.854081E+04 -4.314560E-01 +0.000000E+00 -9.021340E-01 +8.411167E+01 +1.000000E+02 +5.000000E+03
+1.860000E+01 +4.318040E+04 +3.402160E+04 +3.867400E+04 -4.257793E-01 +0.000000E+00 -9.048271E-01 +8.414856E+01 +1.000000E+02 +5.000000E+03
+1.862000E+01 +4.299606E+04 +3.395711E+04 +3.880795E+04 -4.200857E-01 +0.000000E+00 -9.074844E-01 +8.418662E+01 +1.000000E+02 +5.000000E+03
+1.864000E+01 +4.280969E+04 +3.389092E+04 +3.894266E+04 -4.143756E-01 +0.000000E+00 -9.101060E-01 +8.422585E+01 +1.000000E+02 +5.000000E+03
+1.866000E+01 +4.262128E+04 +3.382302E+04 +3.907813E+04 -4.086491E-01 +0.000000E+00 -9.126916E-01 +8.426627E+01 +1.000000E+02 +5.000000E+03
+1.868000E+01 +4.243083E+04 +3.375340E+04 +3.921437E+04 -4.029064E-01 +0.000000E+00 -9.152412E-01 +8.430786E+01 +1.000000E+02 +5.000000E+03
+1.870000E+01 +4.223833E+04 +3.368205E+04 +3.935138E+04 -3.971479E-01 +0.000000E+00 -9.177546E-01 +8.435065E+01 +1.000000E+02 +5.000000E+03
+1.872000E+01 +4.204376E+04 +3.360897E+04 +3.948915E+04 -3.913737E-01 +0.000000E+00 -9.202318E-01 +8.439464E+01 +1.000000E+02 +5.000000E+03
+1.874000E+01 +4.184714E+04 +3.353416E+04 +3.962770E+04 -3.855840E-01 +0.000000E+00 -9.226727E-01 +8.443984E+01 +1.000000E+02 +5.000000E+03
+1.876000E+01 +4.164844E+04 +3.345759E+04 +3.976702E+04 -3.797791E-01 +0.000000E+00 -9.250772E-01 +8.448625E+01 +1.000000E+02 +5.000000E+03
+1.878000E+01 +4.144766E+04 +3.337928E+04 +3.990712E+04 -3.739592E-01 +0.000000E+00 -9.274452E-01 +8.453387E+01 +1.000000E+02 +5.000000E+03
+1.880000E+01 +4.124480E+04 +3.329920E+04 +4.004800E+04 -3.681246E-01 +0.000000E+00 -9.297765E-01 +8.458272E+01 +1.000000E+02 +5.000000E+03
+1.882000E+01 +4.103985E+04 +3.321735E+04 +4.018966E+04 -3.622754E-01 +0.000000E+00 -9.320711E-01 +8.463280E+01 +1.000000E+02 +5.000000E+03
+1.884000E+01 +4.083279E+04 +3.313373E+04 +4.033210E+04 -3.564119E-01 +0.000000E+00 -9.343289E-01 +8.468412E+01 +1.000000E+02 +5.000000E+03
+1.886000E+01 +4.062364E+04 +3.304833E+04 +4.047532E+04 -3.505343E-01 +0.000000E+00 -9.365499E-01 +8.473668E+01 +1.000000E+02 +5.000000E+03
+1.888000E+01 +4.041236E+04 +3.296114E+04 +4.061933E+04 -3.446429E-01 +0.000000E+00 -9.387339E-01 +8.479049E+01 +1.000000E+02 +5.000000E+03
+1.890000E+01 +4.019897E+04 +3.287215E+04 +4.076413E+04 -3.387379E-01 +0.000000E+00 -9.408808E-01 +8.484556E+01 +1.000000E+02 +5.000000E+03
+1.892000E+01 +3.998346E+04 +3.278136E+04 +4.090971E+04 -3.328195E-01 +0.000000E+00 -9.429905E-01 +8.490190E+01 +1.000000E+02 +5.000000E+03
+1.894000E+01 +3.976581E+04 +3.268875E+04 +4.105609E+04 -3.268880E-01 +0.000000E+00 -9.450631E-01 +8.495950E+01 +1.000000E+02 +5.000000E+03
+1.896000E+01 +3.954602E+04 +3.259433E+04 +4.120326E+04 -3.209436E-01 +0.000000E+00 -9.470983E-01 +8.501838E+01 +1.000000E+02 +5.000000E+03
+1.898000E+01 +3.932409E+04 +3.249808E+04 +4.135123E+04 -3.149865E-01 +0.000000E+00 -9.490961E-01 +8.507855E+01 +1.000000E+02 +5.000000E+03
+1.900000E+01 +3.910000E+04 +3.240000E+04 +4.150000E+04 -3.090170E-01 +0.000000E+00 -9.510565E-01 +8.514000E+01 +1.000000E+02 +5.000000E+03
+1.902000E+01 +3.887375E+04 +3.230008E+04 +4.164957E+04 -3.030353E-01 +0.000000E+00 -9.529793E-01 +8.520275E+01 +1.000000E+02 +5.000000E+03
+1.904000E+01 +3.864534E+04 +3.219831E+04 +4.179994E+04 -2.970416E-01 +0.000000E+00 -9.548645E-01 +8.526680E+01 +1.000000E+02 +5.000000E+03
+1.906000E+01 +3.841475E+04 +3.209469E+04 +4.195111E+04 -2.910362E-01 +0.000000E+00 -9.567121E-01 +8.533216E+01 +1.000000E+02 +5.000000E+03
+1.908000E+01 +3.818198E+04 +3.198920E+04 +4.210309E+04 -2.850193E-01 +0.000000E+00 -9.585218E-01 +8.539884E+01 +1.000000E+02 +5.000000E+03
+1.910000E+01 +3.794702E+04 +3.188185E+04 +4.225588E+04 -2.789911E-01 +0.000000E+00 -9.602937E-01 +8.546683E+01 +1.000000E+02 +5.000000E+03
+1.912000E+01 +3.770988E+04 +3.177262E+04 +4.240947E+04 -2.729519E-01 +0.000000E+00 -9.620277E-01 +8.553616E+01 +1.000000E+02 +5.000000E+03
+1.914000E+01 +3.747052E+04 +3.166151E+04 +4.256388E+04 -2.669020E-01 +0.000000E+00 -9.637237E-01 +8.560682E+01 +1.000000E+02 +5.000000E+03
+1.916000E+01 +3.722897E+04 +3.154851E+04 +4.271910E+04 -2.608415E-01 +0.000000E+00 -9.653816E-01 +8.567882E+01 +1.000000E+02 +5.000000E+03
+1.918000E+01 +3.698519E+04 +3.143361E+04 +4.287514E+04 -2.547707E-01 +0.000000E+00 -9.670015E-01 +8.575218E+01 +1.000000E+02 +5.000000E+03
+1.920000E+01 +3.673920E+04 +3.131680E+04 +4.303200E+04 -2.486899E-01 +0.000000E+00 -9.685832E-01 +8.582688E+01 +1.000000E+02 +5.000000E+03
+1.922000E+01 +3.649098E+04 +3.119808E+04 +4.318968E+04 -2.425992E-01 +0.000000E+00 -9.701266E-01 +8.590295E+01 +1.000000E+02 +5.000000E+03
+1.924000E+01 +3.624052E+04 +3.107745E+04 +4.334818E+04 -2.364990E-01 +0.000000E+00 -9.716317E-01 +8.598038E+01 +1.000000E+02 +5.000000E+03
+1.926000E+01 +3.598782E+04 +3.095488E+04 +4.350750E+04 -2.303894E-01 +0.000000E+00 -9.730985E-01 +8.605918E+01 +1.000000E+02 +5.000000E+03
+1.928000E+01 +3.573288E+04 +3.083039E+04 +4.366765E+04 -2.242708E-01 +0.000000E+00 -9.745269E-01 +8.613937E+01 +1.000000E+02 +5.000000E+03
+1.930000E+01 +3.547567E+04 +3.070395E+04 +4.382863E+04 -2.181432E-01 +0.000000E+00 -9.759168E-01 +8.622095E+01 +1.000000E+02 +5.000000E+03
+1.932000E+01 +3.521621E+04 +3.057556E+04 +4.399043E+04 -2.120071E-01 +0.000000E+00 -9.772681E-01 +8.630391E+01 +1.000000E+02 +5.000000E+03
+1.934000E+01 +3.495448E+04 +3.044522E+04 +4.415307E+04 -2.058626E-01 +0.000000E+00 -9.785809E-01 +8.638828E+01 +1.000000E+02 +5.000000E+03
+1.936000E+01 +3.469047E+04 +3.031292E+04 +4.431654E+04 -1.997100E-01 +0.000000E+00 -9.798551E-01 +8.647405E+01 +1.000000E+02 +5.000000E+03
+1.938000E+01 +3.442418E+04 +3.017865E+04 +4.448085E+04 -1.935495E-01 +0.000000E+00 -9.810905E-01 +8.656124E+01 +1.000000E+02 +5.000000E+03
+1.940000E+01 +3.415560E+04 +3.004240E+04 +4.464600E+04 -1.873813E-01 +0.000000E+00 -9.822873E-01 +8.664984E+01 +1.000000E+02 +5.000000E+03
+1.942000E+01 +3.388472E+04 +2.990417E+04 +4.481199E+04 -1.812058E-01 +0.000000E+00 -9.834452E-01 +8.673987E+01 +1.000000E+02 +5.000000E+03
+1.944000E+01 +3.361155E+04 +2.976394E+04 +4.497882E+04 -1.750231E-01 +0.000000E+00 -9.845643E-01 +8.683133E+01 +1.000000E+02 +5.000000E+03
+1.946000E+01 +3.333606E+04 +2.962172E+04 +4.514649E+04 -1.688334E-01 +0.000000E+00 -9.856446E-01 +8.692423E+01 +1.000000E+02 +5.000000E+03
+1.948000E+01 +3.305825E+04 +2.947749E+04 +4.531501E+04 -1.626372E-01 +0.000000E+00 -9.866859E-01 +8.701858E+01 +1.000000E+02 +5.000000E+03
+1.950000E+01 +3.277812E+04 +2.933125E+04 +4.548438E+04 -1.564345E-01 +0.000000E+00 -9.876883E-01 +8.711437E+01 +1.000000E+02 +5.000000E+03
+1.952000E+01 +3.249567E+04 +2.918299E+04 +4.565459E+04 -1.502256E-01 +0.000000E+00 -9.886517E-01 +8.721163E+01 +1.000000E+02 +5.000000E+03
+1.954000E+01 +3.221087E+04 +2.903270E+04 +4.582566E+04 -1.440108E-01 +0.000000E+00 -9.895761E-01 +8.731035E+01 +1.000000E+02 +5.000000E+03
+1.956000E+01 +3.192373E+04 +2.888038E+04 +4.599758E+04 -1.377903E-01 +0.000000E+00 -9.904614E-01 +8.741054E+01 +1.000000E+02 +5.000000E+03
+1.958000E+01 +3.163425E+04 +2.872601E+04 +4.617036E+04 -1.315644E-01 +0.000000E+00 -9.913076E-01 +8.751221E+01 +1.000000E+02 +5.000000E+03
+1.960000E+01 +3.134240E+04 +2.856960E+04 +4.634400E+04 -1.253332E-01 +0.000000E+00 -9.921147E-01 +8.761536E+01 +1.000000E+02 +5.000000E+03
+1.962000E+01 +3.104819E+04 +2.841113E+04 +4.651850E+04 -1.190972E-01 +0.000000E+00 -9.928826E-01 +8.772000E+01 +1.000000E+02 +5.000000E+03
+1.964000E+01 +3.075161E+04 +2.825060E+04 +4.669386E+04 -1.128564E-01 +0.000000E+00 -9.936113E-01 +8.782614E+01 +1.000000E+02 +5.000000E+03
+1.966000E+01 +3.045265E+04 +2.808800E+04 +4.687008E+04 -1.066112E-01 +0.000000E+00 -9.943008E-01 +8.793378E+01 +1.000000E+02 +5.000000E+03
+1.968000E+01 +3.015131E+04 +2.792332E+04 +4.704717E+04 -1.003617E-01 +0.000000E+00 -9.949510E-01 +8.804294E+01 +1.000000E+02 +5.000000E+03
+1.970000E+01 +2.984758E+04 +2.775655E+04 +4.722512E+04 -9.410831E-02 +0.000000E+00 -9.955620E-01 +8.815360E+01 +1.000000E+02 +5.000000E+03
+1.972000E+01 +2.954144E+04 +2.758769E+04 +4.740395E+04 -8.785120E-02 +0.000000E+00 -9.961336E-01 +8.826580E+01 +1.000000E+02 +5.000000E+03
+1.974000E+01 +2.923291E+04 +2.741674E+04 +4.758365E+04 -8.159061E-02 +0.000000E+00 -9.966659E-01 +8.837952E+01 +1.000000E+02 +5.000000E+03
+1.976000E+01 +2.892196E+04 +2.724367E+04 +4.776422E+04 -7.532681E-02 +0.000000E+00 -9.971589E-01 +8.849477E+01 +1.000000E+02 +5.000000E+03
+1.978000E+01 +2.860859E+04 +2.706850E+04 +4.794567E+04 -6.906003E-02 +0.000000E+00 -9.976125E-01 +8.861157E+01 +1.000000E+02 +5.000000E+03
+1.980000E+01 +2.829280E+04 +2.689120E+04 +4.812800E+04 -6.279052E-02 +0.000000E+00 -9.980267E-01 +8.872992E+01 +1.000000E+02 +5.000000E+03
+1.982000E+01 +2.797458E+04 +2.671177E+04 +4.831121E+04 -5.651853E-02 +0.000000E+00 -9.984016E-01 +8.884982E+01 +1.000000E+02 +5.000000E+03
+1.984000E+01 +2.765391E+04 +2.653021E+04 +4.849530E+04 -5.024432E-02 +0.000000E+00 -9.987370E-01 +8.897129E+01 +1.000000E+02 +5.000000E+03
+1.986000E+01 +2.733081E+04 +2.634651E+04 +4.868027E+04 -4.396812E-02 +0.000000E+00 -9.990329E-01 +8.909432E+01 +1.000000E+02 +5.000000E+03
+1.988000E+01 +2.700524E+04 +2.616066E+04 +4.886613E+04 -3.769018E-02 +0.000000E+00 -9.992895E-01 +8.921893E+01 +1.000000E+02 +5.000000E+03
+1.990000E+01 +2.667722E+04 +2.597265E+04 +4.905288E+04 -3.141076E-02 +0.000000E+00 -9.995066E-01 +8.934512E+01 +1.000000E+02 +5.000000E+03
+1.992000E+01 +2.634674E+04 +2.578248E+04 +4.924051E+04 -2.513010E-02 +0.000000E+00 -9.996842E-01 +8.947289E+01 +1.000000E+02 +5.000000E+03
+1.994000E+01 +2.601378E+04 +2.559013E+04 +4.942904E+04 -1.884844E-02 +0.000000E+00 -9.998224E-01 +8.960226E+01 +1.000000E+02 +5.000000E+03
+1.996000E+01 +2.567834E+04 +2.539561E+04 +4.961846E+04 -1.256604E-02 +0.000000E+00 -9.999210E-01 +8.973323E+01 +1.000000E+02 +5.000000E+03
+1.998000E+01 +2.534042E+04 +2.519890E+04 +4.980878E+04 -6.283144E-03 +0.000000E+00 -9.999803E-01 +8.986581E+01 +1.000000E+02 +5.000000E+03
